;clarity;color;colorINT;ClarityINT;carat;depth;table;price;x;y;z;cutINT;cut;Colors;ColorsNum;Clarities;ClaritiesNum
49690;VS1;H;5;5;0.7;62.4;57;2145;5.64;05.7;3.54;2;Very Good;;;;
49691;VVS2;D;1;4;0.51;62;55;2145;5.13;5.16;3.19;4;Ideal;;;;
49692;VVS1;F;3;3;0.5;62.6;53.1;2145;05.8;05.11;3.19;4;Ideal;;;;
49693;VS2;I;6;6;0.71;61.1;60.6;2145;5.71;5.74;3.49;1;Good;;;;
49694;VVS2;E;2;4;0.51;62.8;57;2146;05.6;05.1;3.19;2;Very Good;;;;
49695;VS1;D;1;5;0.52;60.4;56;2146;5.24;5.26;3.17;4;Ideal;;;;
49696;IF;G;4;2;0.51;62.9;58;2146;05.7;05.11;03.2;4;Ideal;;;;
49697;VVS2;F;3;4;0.55;62.4;59;2147;05.2;5.22;3.25;2;Very Good;;;;
49698;VS1;E;2;5;0.62;60.1;56;2147;5.56;5.58;3.35;2;Very Good;;;;
49699;SI2;F;3;8;0.71;62.8;58;2147;5.63;05.7;3.56;2;Very Good;;;;
49700;SI1;I;6;7;0.7;63;56;2147;5.61;5.66;3.55;2;Very Good;;;;
49701;SI1;I;6;7;0.7;62.2;55;2147;5.62;5.67;3.51;2;Very Good;;;;
49702;VS1;D;1;5;0.53;60;61;2147;05.3;5.26;3.17;3;Premium;;;;
49703;SI1;G;4;7;0.71;63.2;58;2147;5.68;5.65;3.58;2;Very Good;;;;
49704;VS2;D;1;6;0.61;61;57;2147;5.45;5.47;3.33;4;Ideal;;;;
49705;VS1;G;4;5;0.6;61.2;56;2147;5.43;5.47;3.33;4;Ideal;;;;
49706;VS1;G;4;5;0.6;61.1;57;2147;5.41;5.45;3.32;4;Ideal;;;;
49707;VS1;G;4;5;0.6;62.5;56;2147;5.37;5.41;3.36;4;Ideal;;;;
49708;SI1;J;7;7;0.77;61.6;55;2147;5.87;5.93;3.63;4;Ideal;;;;
49709;SI2;G;4;8;0.71;60.6;59;2147;5.78;5.74;3.49;3;Premium;;;;
49710;VVS2;G;4;4;0.57;61.9;56;2147;05.3;5.29;3.28;4;Ideal;;;;
49711;VS1;D;1;5;0.53;59.2;60;2147;5.37;5.31;3.16;3;Premium;;;;
49712;SI2;G;4;8;0.71;62.7;60;2147;5.69;5.63;3.55;3;Premium;;;;
49713;SI2;D;1;8;0.73;65.5;60;2147;5.64;5.54;3.66;0;Fair;;;;
49714;VVS1;E;2;3;0.5;62.1;56;2148;05.6;05.11;3.16;2;Very Good;;;;
49715;VVS2;G;4;4;0.56;62.6;53;2148;5.27;5.31;3.31;4;Ideal;;;;
49716;VS1;J;7;5;0.76;61.1;58;2148;5.85;5.91;3.59;3;Premium;;;;
49717;SI1;I;6;7;0.72;61.5;59;2148;5.73;5.78;3.54;3;Premium;;;;
49718;VS1;F;3;5;0.63;59.2;57;2149;5.56;5.66;3.32;2;Very Good;;;;
49719;SI1;F;3;7;0.71;57;62;2149;5.84;5.87;3.34;0;Fair;;;;
49720;VVS2;J;7;4;0.72;61.5;57;2150;5.74;5.77;3.54;4;Ideal;;;;
49721;IF;J;7;2;0.7;60.5;59;2150;5.67;5.73;3.45;3;Premium;;;;
49722;SI1;G;4;7;0.7;63;59;2150;5.64;05.6;3.54;3;Premium;;;;
49723;SI1;G;4;7;0.7;63.1;57;2150;5.64;5.58;3.54;0;Fair;;;;
49724;SI1;G;4;7;0.7;63.7;60;2150;5.57;5.51;3.53;1;Good;;;;
49725;SI1;E;2;7;0.7;57.8;62;2150;5.79;5.84;3.36;1;Good;;;;
49726;SI1;D;1;7;0.71;64.6;60;2151;5.55;05.6;03.6;0;Fair;;;;
49727;VS1;H;5;5;0.7;64.9;56;2152;5.68;5.56;3.65;0;Fair;;;;
49728;VVS2;F;3;4;0.5;62.8;55;2153;5;5.13;3.18;2;Very Good;;;;
49729;VVS1;G;4;3;0.53;61.6;57;2153;05.2;5.22;3.21;4;Ideal;;;;
49730;VVS1;G;4;3;0.52;61.9;61;2153;5.13;05.11;3.17;3;Premium;;;;
49731;VVS1;G;4;3;0.52;59.2;58;2153;5.31;5.28;3.14;3;Premium;;;;
49732;VS2;I;6;6;0.7;62.2;55;2154;5.69;5.73;3.55;4;Ideal;;;;
49733;VS2;I;6;6;0.7;60.8;59;2154;5.68;5.71;3.46;3;Premium;;;;
49734;VVS1;H;5;3;0.53;61.1;57;2154;5.22;5.25;03.2;4;Ideal;;;;
49735;VS1;J;7;5;0.74;61.6;57;2154;5.77;5.83;3.57;4;Ideal;;;;
49736;SI1;J;7;7;0.72;62.3;55;2154;5.73;5.76;3.58;4;Ideal;;;;
49737;IF;F;3;2;0.48;62.1;55;2154;5;05.5;03.12;4;Ideal;;;;
49738;VVS2;G;4;4;0.59;62.5;57;2155;5.32;5.36;3.34;2;Very Good;;;;
49739;VS2;J;7;6;0.77;62.9;58;2155;5.83;5.87;3.68;2;Very Good;;;;
49740;SI1;F;3;7;0.7;60.5;56;2155;5.73;05.8;3.49;2;Very Good;;;;
49741;VVS2;G;4;4;0.59;62.3;56;2155;5.34;5.39;3.34;4;Ideal;;;;
49742;SI1;H;5;7;0.7;62;58;2155;5.65;5.71;3.52;3;Premium;;;;
49743;SI1;H;5;7;0.7;61.3;58;2155;5.71;5.74;3.51;3;Premium;;;;
49744;SI2;D;1;8;0.72;61.3;59;2155;5.79;5.76;3.54;3;Premium;;;;
49745;VS1;G;4;5;0.64;62.3;54;2155;5.54;5.56;3.46;4;Ideal;;;;
49746;SI1;G;4;7;0.7;61.8;62;2155;5.68;5.72;3.52;1;Good;;;;
49747;SI2;E;2;8;0.73;62.1;57;2155;5.75;5.71;3.56;4;Ideal;;;;
49748;SI1;H;5;7;0.71;64;61;2156;5.61;5.54;3.57;1;Good;;;;
49749;VS2;E;2;6;0.63;62.1;56;2156;5.54;5.51;3.43;4;Ideal;;;;
49750;SI1;E;2;7;0.62;60.7;56;2156;5.54;5.57;3.37;4;Ideal;;;;
49751;VS1;G;4;5;0.63;63.1;58;2157;5.42;5.46;3.43;2;Very Good;;;;
49752;IF;H;5;2;0.56;60.4;57;2157;5.35;5.39;3.24;4;Ideal;;;;
49753;IF;H;5;2;0.56;61.3;55;2157;5.31;5.33;3.26;4;Ideal;;;;
49754;SI2;F;3;8;0.72;60.4;59;2158;05.8;5.83;3.51;2;Very Good;;;;
49755;VVS2;F;3;4;0.53;62.2;56;2158;5.18;05.2;3.23;4;Ideal;;;;
49756;SI2;I;6;8;0.77;60.8;56;2159;5.89;5.92;3.59;2;Very Good;;;;
49757;SI2;E;2;8;0.7;61.8;59;2159;5.69;5.76;3.54;3;Premium;;;;
49758;SI2;E;2;8;0.7;63.1;56;2159;5.63;5.66;3.56;1;Good;;;;
49759;VS2;J;7;6;0.77;61.4;55;2159;05.9;5.95;3.64;4;Ideal;;;;
49760;VS2;G;4;6;0.59;61.7;55;2159;5.38;5.41;3.33;4;Ideal;;;;
49761;SI1;J;7;7;0.83;60.6;63;2159;06.3;06.8;3.67;1;Good;;;;
49762;SI2;H;5;8;0.7;58.8;59;2159;5.92;5.84;3.44;3;Premium;;;;
49763;SI2;H;5;8;0.72;62.4;59;2160;5.67;5.71;3.55;2;Very Good;;;;
49764;VVS2;F;3;4;0.53;61.9;56;2160;5.18;5.22;3.22;4;Ideal;;;;
49765;VVS2;F;3;4;0.53;60.8;56;2160;5.22;5.24;3.18;4;Ideal;;;;
49766;VVS2;F;3;4;0.53;61.3;57;2160;05.2;5.24;03.2;4;Ideal;;;;
49767;VVS2;F;3;4;0.5;63;57;2160;05.5;05.1;3.17;3;Premium;;;;
49768;VVS2;F;3;4;0.5;62.3;58;2160;05.11;05.6;3.17;3;Premium;;;;
49769;VVS2;F;3;4;0.5;61.9;58;2160;05.1;05.7;3.15;3;Premium;;;;
49770;VVS2;F;3;4;0.5;61.6;56;2160;05.11;05.8;3.14;4;Ideal;;;;
49771;VVS2;F;3;4;0.5;62.2;54;2160;05.11;05.9;3.17;4;Ideal;;;;
49772;VVS2;F;3;4;0.5;62;55;2160;05.12;05.1;3.17;4;Ideal;;;;
49773;VVS2;F;3;4;0.5;61.8;56;2160;5.15;05.11;3.17;3;Premium;;;;
49774;I1;F;3;9;0.34;55.8;62;2160;4.72;04.6;02.6;0;Fair;;;;
49775;VS1;G;4;5;0.62;60.1;58;2161;5.52;5.54;3.32;2;Very Good;;;;
49776;SI1;F;3;7;0.7;61.3;59;2161;5.71;5.74;3.51;3;Premium;;;;
49777;SI1;F;3;7;0.7;63.1;57;2161;5.61;5.65;3.55;1;Good;;;;
49778;SI1;F;3;7;0.7;59.8;59;2161;5.78;5.82;3.47;2;Very Good;;;;
49779;SI1;F;3;7;0.7;61.2;56;2161;5.72;5.78;3.52;4;Ideal;;;;
49780;SI1;F;3;7;0.7;62.6;59;2161;5.64;05.7;3.55;2;Very Good;;;;
49781;SI1;F;3;7;0.7;62.3;58;2161;5.62;5.78;3.55;2;Very Good;;;;
49782;VS1;E;2;5;0.61;61.6;57;2161;5.42;5.45;3.35;4;Ideal;;;;
49783;SI1;F;3;7;0.7;61.4;57;2161;5.73;5.77;3.53;2;Very Good;;;;
49784;VS1;J;7;5;0.75;61.9;56;2161;5.81;5.85;3.61;4;Ideal;;;;
49785;SI2;F;3;8;0.71;59.9;59;2161;5.79;5.83;3.48;4;Ideal;;;;
49786;VS1;I;6;5;0.71;64.2;56;2161;5.62;5.66;3.62;1;Good;;;;
49787;SI2;G;4;8;0.77;60.3;56;2162;5.96;5.92;3.58;4;Ideal;;;;
49788;VVS2;J;7;4;0.71;60.5;58;2162;5.77;05.8;03.5;4;Ideal;;;;
49789;IF;G;4;2;0.51;61.6;54;2162;5.17;5.19;3.19;4;Ideal;;;;
49790;VS2;I;6;6;0.77;62.4;63;2162;5.84;05.8;3.63;2;Very Good;;;;
49791;SI1;G;4;7;0.73;60.8;58;2163;5.82;5.85;3.55;3;Premium;;;;
49792;SI1;G;4;7;0.73;62;58;2163;5.75;05.8;3.58;3;Premium;;;;
49793;SI1;J;7;7;0.85;59.2;64;2163;6.13;6.17;3.64;1;Good;;;;
49794;VVS1;F;3;3;0.51;61.7;57;2163;05.12;5.15;3.17;4;Ideal;;;;
49795;VS2;E;2;6;0.53;61.8;55;2163;5.21;5.24;3.23;4;Ideal;;;;
49796;VS1;I;6;5;0.7;62.7;57;2163;5.63;5.67;3.54;4;Ideal;;;;
49797;SI2;F;3;8;0.7;60.1;57;2163;5.78;5.81;3.48;4;Ideal;;;;
49798;IF;G;4;2;0.51;61.3;56;2163;5.15;5.19;3.16;4;Ideal;;;;
49799;SI2;F;3;8;0.73;59.6;56;2164;5.89;5.85;03.5;4;Ideal;;;;
49800;SI1;J;7;7;0.78;58;61;2164;06.7;6.13;3.54;2;Very Good;;;;
49801;SI1;E;2;7;0.7;63.2;61;2164;5.61;5.49;3.51;2;Very Good;;;;
49802;VS1;E;2;5;0.57;61.5;55;2164;5.35;5.37;03.3;4;Ideal;;;;
49803;VVS1;G;4;3;0.56;62.3;55;2164;5.31;5.25;3.29;4;Ideal;;;;
49804;IF;G;4;2;0.52;61.5;56;2164;5.21;5.16;3.19;4;Ideal;;;;
49805;SI2;F;3;8;0.73;59.2;64;2164;5.92;5.83;3.48;0;Fair;;;;
49806;SI2;F;3;8;0.73;53.4;65;2164;6.19;6.15;03.3;0;Fair;;;;
49807;SI1;E;2;7;0.7;64.3;57;2164;5.63;5.56;03.6;1;Good;;;;
49808;SI2;G;4;8;0.82;61;55;2165;06.4;5.99;3.67;4;Ideal;;;;
49809;SI1;H;5;7;0.75;62.1;57;2165;5.82;5.78;03.6;4;Ideal;;;;
49810;VVS2;E;2;4;0.5;61.1;57;2165;5.13;5.15;3.14;4;Ideal;;;;
49811;VVS1;F;3;3;0.5;61;57;2165;5.13;5.16;3.14;4;Ideal;;;;
49812;VVS1;F;3;3;0.5;60.4;56;2165;5.16;5.21;3.13;4;Ideal;;;;
49813;SI1;I;6;7;0.71;59.9;65;2165;5.71;5.74;3.43;1;Good;;;;
49814;VS2;I;6;6;0.7;61.1;60;2166;5.67;5.75;3.49;2;Very Good;;;;
49815;VVS1;G;4;3;0.59;61.5;57;2166;05.4;5.46;3.34;4;Ideal;;;;
49816;VS1;G;4;5;0.61;61.6;55;2166;5.45;5.49;3.37;4;Ideal;;;;
49817;SI2;D;1;8;0.7;65.6;55;2167;5.59;05.5;3.64;0;Fair;;;;
49818;VVS2;J;7;4;0.76;62;57;2167;5.86;5.81;3.62;4;Ideal;;;;
49819;SI1;F;3;7;0.7;57.7;65;2167;5.78;5.72;3.32;1;Good;;;;
49820;VS1;I;6;5;0.73;62.1;54;2167;5.77;05.8;3.59;4;Ideal;;;;
49821;VS1;G;4;5;0.61;60.9;57;2167;5.46;05.5;3.34;4;Ideal;;;;
49822;VS1;G;4;5;0.61;61.9;56;2167;5.43;5.45;3.37;4;Ideal;;;;
49823;VS1;G;4;5;0.61;62.1;56;2167;5.42;5.44;3.37;4;Ideal;;;;
49824;SI1;F;3;7;0.7;63.1;64;2167;5.61;5.58;3.53;1;Good;;;;
49825;SI1;F;3;7;0.7;65.9;59;2167;5.53;5.49;3.63;0;Fair;;;;
49826;SI1;F;3;7;0.7;64.8;60;2167;5.57;5.54;03.6;0;Fair;;;;
49827;VVS2;G;4;4;0.56;60.7;56;2167;5.33;5.32;3.23;4;Ideal;;;;
49828;SI2;D;1;8;0.7;64.5;60;2167;5.53;5.47;3.55;0;Fair;;;;
49829;VVS1;G;4;3;0.56;59.7;59;2167;5.41;5.35;3.21;3;Premium;;;;
49830;SI2;D;1;8;0.7;58.3;61;2167;5.74;05.7;3.33;3;Premium;;;;
49831;VS2;E;2;6;0.56;59.9;58;2167;5.37;5.34;3.21;3;Premium;;;;
49832;SI2;D;1;8;0.84;64.5;60;2167;5.92;5.84;3.79;0;Fair;;;;
49833;VVS2;G;4;4;0.6;57.9;67;2167;5.66;5.47;3.23;0;Fair;;;;
49834;VVS2;E;2;4;0.5;59.3;56;2168;5.25;05.3;3.13;2;Very Good;;;;
49835;SI1;H;5;7;0.72;63.7;57;2168;5.66;05.7;3.62;2;Very Good;;;;
49836;SI1;J;7;7;0.82;61.2;58;2168;5.99;06.4;3.68;3;Premium;;;;
49837;VVS2;F;3;4;0.52;61.6;57;2168;5.16;05.2;3.19;4;Ideal;;;;
49838;VVS2;F;3;4;0.52;62;55;2168;5.16;05.2;3.21;4;Ideal;;;;
49839;VVS2;F;3;4;0.54;61.9;56;2168;05.2;5.23;3.23;4;Ideal;;;;
49840;SI2;F;3;8;0.71;61.6;56;2168;5.73;5.67;3.51;4;Ideal;;;;
49841;VVS2;G;4;4;0.59;62.2;56;2169;5.35;5.39;3.34;4;Ideal;;;;
49842;VS2;H;5;6;0.71;61.3;58;2169;5.76;5.82;3.55;3;Premium;;;;
49843;SI2;F;3;8;0.71;62.1;60;2169;5.68;5.62;3.51;3;Premium;;;;
49844;SI1;J;7;7;0.78;61.1;56;2169;5.95;5.97;3.64;4;Ideal;;;;
49845;SI2;F;3;8;0.71;62.3;60;2169;05.7;5.67;3.54;3;Premium;;;;
49846;VS1;J;7;5;0.74;62.7;58;2170;5.75;05.8;3.62;2;Very Good;;;;
49847;VS1;D;1;5;0.53;60.5;58;2170;5.27;05.3;03.2;2;Very Good;;;;
49848;SI1;G;4;7;0.72;63.6;56;2170;5.69;5.72;3.63;2;Very Good;;;;
49849;SI1;G;4;7;0.7;60.3;58;2170;5.73;5.77;3.47;3;Premium;;;;
49850;VS1;D;1;5;0.56;62.6;59;2170;5.24;5.31;03.3;4;Ideal;;;;
49851;SI2;G;4;8;0.72;61.6;54;2170;5.78;5.82;3.57;4;Ideal;;;;
49852;I1;F;3;9;0.87;59.1;58;2170;6.25;6.21;3.68;3;Premium;;;;
49853;SI2;G;4;8;0.71;62.4;59;2171;5.68;05.7;3.55;2;Very Good;;;;
49854;SI2;G;4;8;0.71;62.4;54;2171;5.72;5.76;3.58;2;Very Good;;;;
49855;VS1;E;2;5;0.63;60.4;58;2171;5.59;5.64;3.39;3;Premium;;;;
49856;VVS2;H;5;4;0.67;60.6;61;2171;5.65;5.61;3.41;3;Premium;;;;
49857;VS2;F;3;6;0.67;63.2;60;2171;5.55;05.5;3.49;2;Very Good;;;;
49858;VS1;E;2;5;0.6;61;56;2171;5.44;5.47;3.33;4;Ideal;;;;
49859;SI2;F;3;8;0.7;61.8;56;2171;5.69;5.71;3.52;4;Ideal;;;;
49860;SI2;E;2;8;0.77;62.5;60;2171;5.84;05.8;3.64;3;Premium;;;;
49861;VS1;E;2;5;0.59;61.6;57;2172;5.35;5.39;3.31;4;Ideal;;;;
49862;VVS1;H;5;3;0.57;61.6;58;2172;5.39;5.35;3.31;3;Premium;;;;
49863;VS1;G;4;5;0.62;62;56;2173;5.45;5.49;3.39;4;Ideal;;;;
49864;SI1;I;6;7;0.71;60.2;58;2173;5.83;5.76;3.49;3;Premium;;;;
49865;SI2;F;3;8;0.71;62.2;56;2173;5.76;05.7;3.56;4;Ideal;;;;
49866;VVS2;D;1;4;0.51;63.1;58;2174;05.7;05.1;3.21;1;Good;;;;
49867;VS2;I;6;6;0.72;60.1;60.5;2174;5.76;5.85;3.48;1;Good;;;;
49868;SI2;J;7;8;0.82;62;58;2175;5.93;5.98;3.69;2;Very Good;;;;
49869;SI1;G;4;7;0.7;62.1;56;2175;5.64;5.67;3.51;2;Very Good;;;;
49870;VVS2;F;3;4;0.53;61.4;57;2175;05.2;5.22;03.2;2;Very Good;;;;
49871;VVS2;F;3;4;0.53;62.2;54;2175;5.19;5.22;3.24;4;Ideal;;;;
49872;VVS2;F;3;4;0.53;62.1;56;2175;5.15;5.22;3.22;4;Ideal;;;;
49873;VS1;H;5;5;0.71;61.6;57;2175;5.74;5.79;3.55;4;Ideal;;;;
49874;VS1;D;1;5;0.59;60.9;56;2175;5.39;5.44;03.3;4;Ideal;;;;
49875;VS2;I;6;6;0.76;62.8;61;2175;5.78;5.74;3.62;3;Premium;;;;
49876;SI1;H;5;7;0.7;62;61;2176;6.65;5.69;3.46;3;Premium;;;;
49877;SI1;H;5;7;0.7;60.9;62;2176;5.72;5.67;3.47;3;Premium;;;;
49878;SI1;H;5;7;0.7;63.4;61;2176;5.62;5.58;3.55;2;Very Good;;;;
49879;SI1;H;5;7;0.7;63.8;58;2176;5.66;5.59;3.59;1;Good;;;;
49880;SI1;H;5;7;0.7;64.5;59;2176;5.54;5.51;3.56;0;Fair;;;;
49881;SI1;H;5;7;0.7;60.3;55;2176;05.8;5.75;3.48;3;Premium;;;;
49882;SI1;H;5;7;0.7;60.2;64;2176;5.72;5.65;3.42;1;Good;;;;
49883;SI2;F;3;8;0.7;56.9;62;2177;5.87;05.9;3.35;2;Very Good;;;;
49884;SI2;G;4;8;0.72;61.7;56;2177;5.76;5.71;3.54;4;Ideal;;;;
49885;SI2;G;4;8;0.7;61.1;60;2177;5.67;5.62;3.45;3;Premium;;;;
49886;VVS1;H;5;3;0.63;61.3;61;2177;5.49;5.44;3.35;3;Premium;;;;
49887;VVS2;F;3;4;0.53;62;57;2177;5.17;05.2;3.21;4;Ideal;;;;
49888;VVS1;H;5;3;0.65;62.4;54;2177;5.55;5.57;3.47;4;Ideal;;;;
49889;VS1;G;4;5;0.61;62.4;55;2177;5.39;5.44;3.38;4;Ideal;;;;
49890;VS1;E;2;5;0.57;62;55;2177;5.31;5.34;03.3;4;Ideal;;;;
49891;VS1;D;1;5;0.51;61.9;57;2177;5.17;5.14;3.19;4;Ideal;;;;
49892;IF;G;4;2;0.54;61.5;56;2177;5.28;5.25;3.24;4;Ideal;;;;
49893;VS2;I;6;6;0.72;63.3;59;2177;5.66;5.62;3.57;2;Very Good;;;;
49894;VS2;D;1;6;0.54;60;56;2177;5.39;5.28;03.2;4;Ideal;;;;
49895;VS1;E;2;5;0.6;63.2;56;2177;5.39;05.3;3.38;2;Very Good;;;;
49896;SI2;G;4;8;0.7;62.7;57;2177;5.62;05.6;3.52;4;Ideal;;;;
49897;VS2;E;2;6;0.59;60.8;57;2177;5.42;5.37;3.28;3;Premium;;;;
49898;VS1;J;7;5;0.72;61.1;56;2177;5.84;5.82;3.56;4;Ideal;;;;
49899;VVS2;G;4;4;0.65;61.3;59;2178;5.51;5.61;3.41;2;Very Good;;;;
49900;VS2;H;5;6;0.66;61.4;56;2178;5.62;5.65;3.46;4;Ideal;;;;
49901;VS1;G;4;5;0.62;62.4;57;2178;5.44;5.46;03.4;4;Ideal;;;;
49902;SI2;H;5;8;0.71;62.7;57;2178;5.66;5.69;3.56;4;Ideal;;;;
49903;SI1;I;6;7;0.71;61.9;56;2178;05.7;5.73;3.54;4;Ideal;;;;
49904;SI1;E;2;7;0.61;63.9;54;2179;5.38;5.42;3.45;2;Very Good;;;;
49905;SI2;E;2;8;0.74;61.7;56;2179;5.76;05.9;03.6;2;Very Good;;;;
49906;VVS1;G;4;3;0.5;63.7;58;2180;05.1;05.4;05.6;2;Very Good;;;;
49907;SI2;H;5;8;0.75;63;58;2180;5.76;5.79;3.64;2;Very Good;;;;
49908;SI1;I;6;7;0.75;59.1;58;2180;5.87;5.91;3.48;2;Very Good;;;;
49909;VVS2;F;3;4;0.54;62.1;54;2180;5.24;5.26;3.26;4;Ideal;;;;
49910;SI1;G;4;7;0.71;58.9;62;2181;5.85;5.79;3.43;3;Premium;;;;
49911;VS2;H;5;6;0.71;62.8;59;2181;5.68;5.63;3.55;3;Premium;;;;
49912;VS1;G;4;5;0.61;61.5;56;2182;5.48;05.5;3.38;4;Ideal;;;;
49913;VS2;F;3;6;0.63;61.2;56;2182;5.56;5.51;3.39;4;Ideal;;;;
49914;SI2;F;3;8;0.7;61.1;56;2183;5.71;5.78;3.51;4;Ideal;;;;
49915;VVS2;E;2;4;0.5;58.9;61;2183;5.18;05.2;03.6;1;Good;;;;
49916;SI1;F;3;7;0.7;62.6;55;2184;5.65;04.5;3;3;Premium;;;;
49917;SI1;G;4;7;0.71;62.9;56;2184;5.68;5.73;3.59;2;Very Good;;;;
49918;SI1;H;5;7;0.7;61.2;56;2184;5.69;5.74;03.5;4;Ideal;;;;
49919;SI1;G;4;7;0.7;61.8;59;2184;5.68;5.59;3.48;3;Premium;;;;
49920;SI1;G;4;7;0.7;63.3;61;2184;05.6;5.55;3.53;2;Very Good;;;;
49921;SI1;G;4;7;0.7;62;61;2184;5.67;5.62;03.5;3;Premium;;;;
49922;SI1;J;7;7;0.73;62;55;2184;5.75;5.86;03.6;4;Ideal;;;;
49923;VS1;I;6;5;0.77;64.1;55;2184;05.8;5.86;3.73;1;Good;;;;
49924;VS1;I;6;5;0.77;65.1;57;2184;5.65;5.77;3.72;0;Fair;;;;
49925;SI1;G;4;7;0.7;63.5;61;2184;5.64;5.61;3.57;2;Very Good;;;;
49926;SI1;E;2;7;0.7;59.1;63;2184;5.89;5.81;3.46;2;Very Good;;;;
49927;SI2;H;5;8;0.7;60.2;61;2184;5.76;5.66;3.44;3;Premium;;;;
49928;VS2;H;5;6;0.7;61.4;54;2184;5.77;5.66;3.51;4;Ideal;;;;
49929;SI2;F;3;8;0.7;62.9;60;2184;5.57;5.49;3.48;3;Premium;;;;
49930;SI2;F;3;8;0.7;62.9;57;2184;5.64;5.61;3.53;3;Premium;;;;
49931;SI2;F;3;8;0.7;59.8;56;2184;5.78;5.73;3.44;3;Premium;;;;
49932;SI1;H;5;7;0.7;62;55;2184;5.71;5.68;3.53;4;Ideal;;;;
49933;VS2;H;5;6;0.7;62.2;58;2184;5.74;5.68;3.55;3;Premium;;;;
49934;VVS2;E;2;4;0.51;62.1;57;2185;5.18;5.15;3.21;3;Premium;;;;
49935;VS2;I;6;6;0.71;62.8;59;2185;5.64;5.67;3.55;2;Very Good;;;;
49936;VS2;I;6;6;0.71;60.4;60;2185;5.72;05.8;3.48;2;Very Good;;;;
49937;VS1;E;2;5;0.58;58.6;64;2185;05.4;5.46;3.18;1;Good;;;;
49938;SI1;I;6;7;0.7;62.6;56;2187;5.66;5.69;3.55;4;Ideal;;;;
49939;VS2;H;5;6;0.7;58.9;65;2187;5.69;5.76;3.37;1;Good;;;;
49940;VS2;H;5;6;0.7;56.7;63;2187;5.87;5.92;3.34;1;Good;;;;
49941;VVS2;G;4;4;0.63;63.3;59.2;2188;5.42;5.44;3.44;2;Very Good;;;;
49942;VS2;I;6;6;0.7;62.1;56;2188;05.7;5.74;3.55;2;Very Good;;;;
49943;VS1;D;1;5;0.56;60.8;60;2188;5.32;5.34;3.24;2;Very Good;;;;
49944;SI1;H;5;7;0.71;62.2;56;2188;5.72;5.76;3.57;2;Very Good;;;;
49945;SI1;F;3;7;0.72;63.9;62;2188;05.7;5.63;3.62;1;Good;;;;
49946;VVS1;F;3;3;0.52;60.9;57;2188;05.2;5.25;3.18;4;Ideal;;;;
49947;VS1;F;3;5;0.63;61.6;60.7;2188;5.46;5.52;3.38;1;Good;;;;
49948;VVS2;F;3;4;0.58;62.6;56;2189;5.37;5.27;3.33;2;Very Good;;;;
49949;VS1;F;3;5;0.57;61.9;55;2189;5.34;5.32;03.3;4;Ideal;;;;
49950;VS2;F;3;6;0.64;62.3;56;2189;5.53;5.49;3.43;4;Ideal;;;;
49951;SI1;H;5;7;0.3;62.2;60;540;4.28;4.24;2.65;3;Premium;;;;
49952;SI1;H;5;7;0.3;61.6;62;540;04.3;4.24;2.63;3;Premium;;;;
49953;SI1;H;5;7;0.3;60.8;61;540;04.3;4.25;02.6;3;Premium;;;;
49954;SI1;H;5;7;0.3;62.9;57;540;4.29;4.26;2.69;4;Ideal;;;;
49955;SI1;H;5;7;0.3;63.4;58;540;4.29;4.26;2.71;2;Very Good;;;;
49956;SI1;H;5;7;0.3;63;54;540;04.3;4.27;02.7;4;Ideal;;;;
49957;SI1;H;5;7;0.3;63.4;57;540;4.31;4.27;2.72;2;Very Good;;;;
49958;SI1;H;5;7;0.3;61.2;62;540;4.31;4.28;2.63;3;Premium;;;;
49959;SI1;H;5;7;0.3;62.9;57;540;4.31;4.28;02.7;4;Ideal;;;;
49960;SI1;H;5;7;0.3;63.7;56;540;4.22;04.2;2.68;1;Good;;;;
49961;SI1;H;5;7;0.3;63.4;58;540;4.24;4.21;2.68;2;Very Good;;;;
49962;SI2;E;2;8;0.3;61.6;61;540;4.29;4.25;2.63;3;Premium;;;;
49963;SI2;E;2;8;0.3;63.5;55;540;04.3;4.27;2.72;2;Very Good;;;;
49964;SI2;E;2;8;0.3;61.7;61;540;4.31;4.28;2.65;3;Premium;;;;
49965;SI2;E;2;8;0.3;61.7;61;540;4.33;4.29;2.66;3;Premium;;;;
49966;SI2;E;2;8;0.3;62.7;59;540;4.26;4.22;2.66;3;Premium;;;;
49967;SI1;E;2;7;0.33;59.1;59;540;4.54;4.59;02.7;2;Very Good;;;;
49968;VS1;H;5;5;0.33;62.4;60;540;4.39;4.42;2.75;3;Premium;;;;
49969;SI1;E;2;7;0.33;63.1;56;540;4.42;4.45;02.8;1;Good;;;;
49970;VS2;G;4;6;0.33;61.3;61;540;4.43;4.47;2.73;2;Very Good;;;;
49971;VS1;H;5;5;0.33;59;62;540;4.49;4.52;2.66;2;Very Good;;;;
49972;VVS2;H;5;4;0.29;61.2;56;541;4.26;4.29;2.61;2;Very Good;;;;
49973;VVS2;H;5;4;0.29;61.7;55;541;4.27;04.3;2.64;2;Very Good;;;;
49974;VVS2;G;4;4;0.29;62.2;55;541;4.24;4.27;2.64;2;Very Good;;;;
49975;VVS2;G;4;4;0.29;60.9;57;541;4.28;4.32;2.61;2;Very Good;;;;
49976;VVS2;G;4;4;0.29;61.9;56;541;4.27;04.3;2.65;2;Very Good;;;;
